,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
271,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-06-22T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-06-21T00:00:00.000,,,Pothole,,N/A,,,ST NICHOLAS AVENUE,WEST 170 STREET,,MANHATTAN,Unspecified,2009-06-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,14234951
272,,DOT,Department of Transportation,STATEN ISLAND,,2009-02-23T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-02-22T00:00:00.000,SCHEFFLEN AVENUE,LONDON ROAD,"Rough, Pitted or Cracked Roads",2009-05-23T00:00:00.000,N/A, MEISNER AVENUE,,,,Street,STATEN ISLAND,Unspecified,2009-02-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MEISNER AVENUE,13220267
273,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-12-10T00:00:00.000,Unspecified QUEENS,Street Condition,2009-12-09T00:00:00.000,,,Pothole,,N/A,,,114 STREET,ROCKAWAY BOULEVARD,,QUEENS,Unspecified,2009-12-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15477155
274,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-07-24T00:00:00.000,Unspecified QUEENS,Street Condition,2009-07-15T00:00:00.000,,,Pothole,,N/A,,,150 STREET,HORACE HARDING EXPRESSWAY,,QUEENS,Unspecified,2009-07-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,14402742
275,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-03-10T00:00:00.000,Unspecified QUEENS,Street Condition,2009-03-09T00:00:00.000,,,Pothole,,N/A,,,GRAND AVE,74 ST,,QUEENS,Unspecified,2009-03-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13342923
276,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-03-23T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-03-17T00:00:00.000,,,Pothole,,N/A,,,EMMET AVENUE,NORTH RAILROAD AVENUE,,STATEN ISLAND,Unspecified,2009-03-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13390020
277,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-09-11T00:00:00.000,Unspecified BRONX,Street Condition,2009-09-08T00:00:00.000,,,Pothole,,N/A,,,MOSHOLU PARKWAY,VAN CORTLANDT AVENUE EAST,,BRONX,Unspecified,2009-09-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,14826098
278,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-02-03T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-02T00:00:00.000,WHITESTONE EXPRESSWAY NB ET   14,LINDEN PLACE,Pothole,,N/A, WHITESTONE EXPRESSWAY,,,,,QUEENS,Unspecified,2009-02-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WHITESTONE EXPRESSWAY,13098985
279,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-03-09T00:00:00.000,Unspecified QUEENS,Street Condition,2009-03-06T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,DONGAN AVENUE,,QUEENS,Unspecified,2009-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13309198
280,,DOT,Department of Transportation,BROOKLYN,,2009-03-09T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-03-06T00:00:00.000,STANHOPE ST,KOSCIUSZKO ST,Defective Hardware,2009-03-16T00:00:00.000,N/A, BUSHWICK AVE,,,,Street,BROOKLYN,Unspecified,2009-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BUSHWICK AVE,13305696
281,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-12-28T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-12-27T00:00:00.000,,,Pothole,,N/A,,,MARCY AVENUE,WALLABOUT STREET,,BROOKLYN,Unspecified,2009-12-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15616203
282,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-07-06T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-06-23T00:00:00.000,,,Pothole,,N/A,,,7 AVENUE,ST NICHOLAS AVENUE,,MANHATTAN,Unspecified,2009-07-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,14244153
283,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-10-07T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-10-05T00:00:00.000,,,Pothole,,N/A,,,2 AVENUE,EAST HOUSTON STREET,,MANHATTAN,Unspecified,2009-10-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15020269
284,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-10-28T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-10-23T00:00:00.000,,,Pothole,,N/A,,,SOUTH GANNON AVENUE,VICTORY BOULEVARD,,STATEN ISLAND,Unspecified,2009-10-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15147558
285,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-01-22T00:00:00.000,Unspecified BRONX,Street Condition,2009-01-22T00:00:00.000,,,Pothole,,N/A,,,EAST FORDHAM ROAD,MORRIS AVENUE,,BRONX,Unspecified,2009-01-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13007254
286,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,Unspecified BROOKLYN,Street Condition,2009-02-23T00:00:00.000,EAST   66 STREET,WHITMAN DRIVE,Wear & Tear,,N/A, DAKOTA PLACE,,,,,BROOKLYN,Unspecified,2009-02-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,DAKOTA PLACE,13246982
287,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-03-17T00:00:00.000,Unspecified QUEENS,Street Condition,2009-03-16T00:00:00.000,,,Pothole,,N/A,,,BROOKLYN QNS EXPRESSWAY,NORTHERN BOULEVARD,,QUEENS,Unspecified,2009-03-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13389712
288,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-01-20T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-01-16T00:00:00.000,,,Pothole,,N/A,,,GWENN LOOP,ROCKLAND AVENUE,,STATEN ISLAND,Unspecified,2009-01-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12950266
289,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-03-09T00:00:00.000,Unspecified QUEENS,Street Condition,2009-03-08T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,ST JAMES AVENUE,,QUEENS,Unspecified,2009-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13333492
290,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,Unspecified BROOKLYN,Street Condition,2009-01-21T00:00:00.000,,,Wear & Tear,,N/A,,,SAPPHIRE STREET,151 AVENUE,,BROOKLYN,Unspecified,2009-01-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,12998489
291,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-12-15T00:00:00.000,Unspecified QUEENS,Street Condition,2009-12-14T00:00:00.000,,,Pothole,,N/A,,,DOUGLASTON PARKWAY,WEST ALLEY ROAD,,QUEENS,Unspecified,2009-12-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15505495
292,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2009-12-09T00:00:00.000,0 Unspecified,Street Condition,2009-12-08T00:00:00.000,114 DRIVE,114 ROAD,Pothole,,N/A, CROSS ISLAND PARKWAY,,,,,Unspecified,Unspecified,2009-12-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CROSS ISLAND PARKWAY,15478190
293,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-05-16T00:00:00.000,Unspecified QUEENS,Street Condition,2009-05-15T00:00:00.000,LAFAYETTE STREET,NORTH CONDUIT AVENUE,Pothole,,N/A, 149 AVENUE,,,,,QUEENS,Unspecified,2009-05-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,149 AVENUE,13984013
294,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-01-12T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-11T00:00:00.000,182 STREET,UTOPIA PARKWAY,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,QUEENS,Unspecified,2009-01-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,12919115
295,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-02-09T00:00:00.000,Unspecified BRONX,Street Condition,2009-02-09T00:00:00.000,,,Pothole,,N/A,,,WEST 188 STREET,DR M L KING JR BOULEVARD,,BRONX,Unspecified,2009-02-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13143062
296,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-04-14T00:00:00.000,Unspecified BRONX,Street Condition,2009-04-14T00:00:00.000,,,Pothole,,N/A,,,FIELDSTON ROAD,WEST 246 STREET,,BRONX,Unspecified,2009-04-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13571231
297,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-12-31T00:00:00.000,Unspecified BRONX,Street Condition,2009-12-31T00:00:00.000,,,Pothole,,N/A,,,WEBSTER AVE,E 180 ST,,BRONX,Unspecified,2009-12-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15654554
298,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-25T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-20T00:00:00.000,,,Pothole,,N/A,,,164 PLACE,GRAND CENTRL PARKWAY,,QUEENS,Unspecified,2009-11-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15340183
299,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-05T00:00:00.000,,,Pothole,,N/A,,,48 STREET,QUEENS BOULEVARD,,QUEENS,Unspecified,2009-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12870490
300,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-03-06T00:00:00.000,Unspecified BRONX,Street Condition,2009-03-05T00:00:00.000,,,Pothole,,N/A,,,LORING PLACE,WEST 183 STREET,,BRONX,Unspecified,2009-03-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13318854
301,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-05-05T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-04-14T00:00:00.000,,,Pothole,,N/A,,,EAST HOUSTON STREET,F D R DRIVE,,MANHATTAN,Unspecified,2009-05-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13571111
302,ADDRESS,DOT,Department of Transportation,QUEENS,,2009-12-02T00:00:00.000,Unspecified QUEENS,Street Condition,2009-12-01T00:00:00.000,MASPETH AVENUE,BEND,Pothole,,N/A,57-48 49 PLACE,,,,,QUEENS,Unspecified,2009-12-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,49 PLACE,15419746
303,,DOT,Department of Transportation,QUEENS,,2009-05-18T00:00:00.000,Unspecified QUEENS,Street Condition,2009-04-27T00:00:00.000,,,Defective Hardware,2009-05-05T00:00:00.000,N/A,,,48TH AVENUE,213TH STREET,Street,QUEENS,Unspecified,2009-05-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13803466
304,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-02-13T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-12T00:00:00.000,179 STREET,180 STREET,Pothole,,N/A, 90 AVENUE,,,,,QUEENS,Unspecified,2009-02-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,90 AVENUE,13188272
305,,DOT,Department of Transportation,QUEENS,,2009-05-11T00:00:00.000,Unspecified QUEENS,Street Condition,2009-04-29T00:00:00.000,,,Failed Street Repair,2009-05-09T00:00:00.000,N/A,,,2539,71ST STREET,Street,QUEENS,Unspecified,2009-05-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13822132
306,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-05-29T00:00:00.000,Unspecified QUEENS,Street Condition,2009-05-28T00:00:00.000,,,Pothole,,N/A,,,62 AVENUE,GRAND CENTRL PARKWAY,,QUEENS,Unspecified,2009-05-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,14063484
307,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-01-20T00:00:00.000,Unspecified BRONX,Street Condition,2009-01-20T00:00:00.000,,,Pothole,,N/A,,,BATHGATE AVENUE,EAST FORDHAM ROAD,,BRONX,Unspecified,2009-01-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12990148
308,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2009-01-05T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-01-04T00:00:00.000,AVENUE J,FLATLANDS AVENUE,Pothole,,N/A, EAST   79 STREET,,,,,BROOKLYN,Unspecified,2009-01-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST   79 STREET,12864683
309,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-01-06T00:00:00.000,Unspecified BRONX,Street Condition,2009-01-06T00:00:00.000,,,Pothole,,N/A,,,PELHAM PARKWAY,ESPLANADE,,BRONX,Unspecified,2009-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12870501
310,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-12T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-11T00:00:00.000,,,Pothole,,N/A,,,HILLSIDE AVENUE,VAN WYCK EXPRESSWAY,,QUEENS,Unspecified,2009-01-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12916153
311,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-14T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-13T00:00:00.000,,,Pothole,,N/A,,,49 STREET,MASPETH AVENUE,,QUEENS,Unspecified,2009-01-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12938630
312,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-26T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-24T00:00:00.000,,,Pothole,,N/A,,,172 STREET,GRAND CENTRL PARKWAY,,QUEENS,Unspecified,2009-01-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13014449
313,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-22T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-21T00:00:00.000,,,Pothole,,N/A,,,13 AVENUE,123 STREET,,QUEENS,Unspecified,2009-01-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13007212
314,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-21T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-20T00:00:00.000,,,Pothole,,N/A,,,31 STREET,BORDEN AVENUE,,QUEENS,Unspecified,2009-01-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13007185
315,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2009-01-20T00:00:00.000,0 Unspecified,Street Condition,2009-01-19T00:00:00.000,LIE EASTBOUND EXIT   22 D,COLLEGE POINT BOULEVARD,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,Unspecified,Unspecified,2009-01-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,12991281
316,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-22T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-21T00:00:00.000,,,Pothole,,N/A,,,135 STREET,ROCKAWAY BOULEVARD,,QUEENS,Unspecified,2009-01-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13007198
317,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-01-23T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-01-22T00:00:00.000,,,Pothole,,N/A,,,RIVERSIDE DRIVE,WEST 95 STREET,,MANHATTAN,Unspecified,2009-01-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,12998498
318,BLOCKFACE,DOT,Department of Transportation,BRONX,,2009-01-23T00:00:00.000,Unspecified BRONX,Street Condition,2009-01-22T00:00:00.000,WHITE PLAINS ROAD,WILLIAMSBRIDGE ROAD,Pothole,,N/A, PELHAM PARKWAY,,,,,BRONX,Unspecified,2009-01-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,13000143
319,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-01-26T00:00:00.000,Unspecified QUEENS,Street Condition,2009-01-25T00:00:00.000,,,Pothole,,N/A,,,122 AVENUE,LAKEVIEW BLVD EAST,,QUEENS,Unspecified,2009-01-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13046039
320,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-01-27T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-01-25T00:00:00.000,,,Pothole,,N/A,,,NAVY STREET,TILLARY STREET,,BROOKLYN,Unspecified,2009-01-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13035784
321,BLOCKFACE,DOT,Department of Transportation,BRONX,,2009-02-04T00:00:00.000,Unspecified BRONX,Street Condition,2009-02-01T00:00:00.000,EASTCHESTER ROAD,STILLWELL AVENUE,Pothole,,N/A, PELHAM PARKWAY,,,,,BRONX,Unspecified,2009-02-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,13082330
322,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-02-03T00:00:00.000,Unspecified BRONX,Street Condition,2009-01-30T00:00:00.000,,,Pothole,,N/A,,,BRUCKNER EXPRESSWAY WB ET 6 B,CROSS BRONX EXPRESSWAY,,BRONX,Unspecified,2009-02-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13069192
323,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2009-02-05T00:00:00.000,0 Unspecified,Street Condition,2009-02-03T00:00:00.000,109 AVENUE,BEND,Pothole,,N/A, 130 STREET,,,,,Unspecified,Unspecified,2009-02-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,130 STREET,13089256
324,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-02-04T00:00:00.000,Unspecified BRONX,Street Condition,2009-02-03T00:00:00.000,,,Pothole,,N/A,,,PELHAM PARKWAY,BEND,,BRONX,Unspecified,2009-02-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13090235
325,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-02-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-02-03T00:00:00.000,,,Pothole,,N/A,,,EAST 26 STREET,FLATBUSH AVENUE,,BROOKLYN,Unspecified,2009-02-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13107828
326,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-02-05T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-05T00:00:00.000,,,Pothole,,N/A,,,48 STREET,55 AVENUE,,QUEENS,Unspecified,2009-02-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13107705
327,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-02-05T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-04T00:00:00.000,,,Pothole,,N/A,,,214 STREET,HOLLIS AVENUE,,QUEENS,Unspecified,2009-02-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13096594
328,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-02-05T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-02-04T00:00:00.000,,,Pothole,,N/A,,,AMBOY ROAD,CARTERET STREET,,STATEN ISLAND,Unspecified,2009-02-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13096661
329,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-02-05T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-04T00:00:00.000,,,Pothole,,N/A,,,JAMAICA AVE,193 ST,,QUEENS,Unspecified,2009-02-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13116964
330,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-02-10T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-06T00:00:00.000,,,Pothole,,N/A,,,64 AVENUE,188 STREET,,QUEENS,Unspecified,2009-02-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13116991
331,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-02-06T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-02-05T00:00:00.000,,,Pothole,,N/A,,,JOHANNA LANE,SEGUINE AVENUE,,STATEN ISLAND,Unspecified,2009-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13117006
332,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-02-06T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-05T00:00:00.000,GRAND CENTRL PARKWAY,GRAND CENTRL PARKWAY,Pothole,,N/A, PARSONS BOULEVARD,,,,,QUEENS,Unspecified,2009-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PARSONS BOULEVARD,13134436
333,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2009-02-06T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-02-05T00:00:00.000,PARKSIDE AVENUE,PROSPECT PARK SOUTHWEST,Pothole,,N/A, PARK CIRCLE,,,,,BROOKLYN,Unspecified,2009-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PARK CIRCLE,13134464
334,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-02-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-02-11T00:00:00.000,,,Pothole,,N/A,,,EAST NEW YORK AVENUE,ROCHESTER AVENUE,,BROOKLYN,Unspecified,2009-02-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13148941
335,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-02-09T00:00:00.000,Unspecified QUEENS,Street Condition,2009-02-08T00:00:00.000,,,Pothole,,N/A,,,33 AVENUE,CLEARVIEW EXPRESSWAY,,QUEENS,Unspecified,2009-02-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,13142762
