,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
0,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-01-04T00:00:00.000,Unspecified QUEENS,Street Condition,2007-01-03T00:00:00.000,,,Pothole,,N/A,,,60 STREET,NORTHERN BOULEVARD,,,QUEENS,Unspecified,2007-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3601048
1,BLOCKFACE,DOT,Department of Transportation,BRONX,,2007-02-01T00:00:00.000,Unspecified BRONX,Street Condition,2007-02-01T00:00:00.000,HOLLAND AVENUE,WALLACE AVENUE,Pothole,,N/A, PELHAM PARKWAY,,,,,,BRONX,Unspecified,2007-02-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,3643869
2,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2007-02-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-02-14T00:00:00.000,58 STREET,59 STREET,Pothole,,N/A, 3 AVENUE,,,,,,BROOKLYN,Unspecified,2007-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,3677862
3,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-01-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-01-12T00:00:00.000,,,Pothole,,N/A,,,CADMAN PLAZA EAST,YORK STREET,,,BROOKLYN,Unspecified,2007-01-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3527817
4,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2007-01-21T00:00:00.000,02 MANHATTAN,Street Condition,2007-01-19T00:00:00.000,10 AVENUE,WASHINGTON STREET,Pothole,,N/A, GANSEVOORT STREET,10014,,,,,MANHATTAN,Unspecified,2007-01-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GANSEVOORT STREET,3554517
5,BLOCKFACE,DOT,Department of Transportation,BRONX,,2007-01-31T00:00:00.000,Unspecified BRONX,Street Condition,2007-01-31T00:00:00.000,WHITE PLAINS RD,CRUGER AVE,Pothole,,N/A, PELHAM PKWY S,,,,,,BRONX,Unspecified,2007-01-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PKWY S,3643373
6,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2007-03-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-03-17T00:00:00.000,AVENUE V,SHORE PARKWAY,Pothole,,N/A, FLATBUSH AVENUE,,,,,,BROOKLYN,Unspecified,2007-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FLATBUSH AVENUE,3819732
7,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-02-07T00:00:00.000,Unspecified QUEENS,Street Condition,2007-02-06T00:00:00.000,,,Pothole,,N/A,,,27 STREET,PEARSON STREET,,,QUEENS,Unspecified,2007-02-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3610487
8,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-02-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-02-16T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,24 STREET,,,BROOKLYN,Unspecified,2007-02-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3685650
9,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-02-06T00:00:00.000,Unspecified QUEENS,Street Condition,2007-02-05T00:00:00.000,,,Pothole,,N/A,,,69 STREET,56 ROAD,,,QUEENS,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3602623
10,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-01-29T00:00:00.000,Unspecified QUEENS,Street Condition,2007-01-28T00:00:00.000,,,Pothole,,N/A,,,DEPOT ROAD,NORTHERN BOULEVARD,,,QUEENS,Unspecified,2007-01-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3606424
11,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2007-01-11T00:00:00.000,,,Pothole,,N/A,,,58 AVENUE,UTOPIA PARKWAY,,,QUEENS,Unspecified,2007-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3610467
12,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-02-18T00:00:00.000,Unspecified BRONX,Street Condition,2007-02-18T00:00:00.000,,,Pothole,,N/A,,,LAFAYETTE AVE,THROGS NECK EXPWY,,,BRONX,Unspecified,2007-02-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3686098
13,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-02-19T00:00:00.000,Unspecified BRONX,Street Condition,2007-02-19T00:00:00.000,,,Pothole,,N/A,,,CYPRESS AVENUE,EAST 132 STREET,,,BRONX,Unspecified,2007-02-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3688683
14,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-02-21T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-02-19T00:00:00.000,,,Pothole,,N/A,,,51 STREET,3 AVENUE,,,BROOKLYN,Unspecified,2007-02-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3697937
15,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-02-24T00:00:00.000,Unspecified QUEENS,Street Condition,2007-02-23T00:00:00.000,,,Pothole,,N/A,,,QUEENS BLVD,45 ST,,,QUEENS,Unspecified,2007-02-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3710562
16,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-03-24T00:00:00.000,Unspecified QUEENS,Street Condition,2007-03-22T00:00:00.000,,,Pothole,,N/A,,,KENO AVENUE,MARENGO STREET,,,QUEENS,Unspecified,2007-03-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3832286
17,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2007-03-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2007-03-17T00:00:00.000,,,Pothole,,N/A,,,WEST HOUSTON STREET,6 AVENUE,,,MANHATTAN,Unspecified,2007-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3820018
18,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,Unspecified BROOKLYN,Street Condition,2007-03-23T00:00:00.000,,,Wear & Tear,,N/A,,,5 AVENUE,65 STREET,,,BROOKLYN,Unspecified,2007-03-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3845315
19,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-03-09T00:00:00.000,Unspecified BRONX,Street Condition,2007-03-09T00:00:00.000,,,Pothole,,N/A,,,CO-OP CITY BOULEVARD,DREISER LOOP,,,BRONX,Unspecified,2007-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3789324
20,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-03-23T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-03-22T00:00:00.000,,,Pothole,,N/A,,,5 AVENUE,65 STREET,,,BROOKLYN,Unspecified,2007-03-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3835964
21,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-03-15T00:00:00.000,Unspecified BRONX,Street Condition,2007-03-12T00:00:00.000,,,Pothole,,N/A,,,E TREMONT AVE,BRUCKNER BLVD,,,BRONX,Unspecified,2007-03-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3795696
22,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2007-04-01T00:00:00.000,Unspecified MANHATTAN,Street Condition,2007-03-14T00:00:00.000,,,Pothole,,N/A,,,FULTON STREET,PEARL STREET,,,MANHATTAN,Unspecified,2007-04-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3803147
23,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-04-12T00:00:00.000,Unspecified QUEENS,Street Condition,2007-04-11T00:00:00.000,,,Pothole,,N/A,,,77 AVENUE,79 STREET,,,QUEENS,Unspecified,2007-04-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3907478
24,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-05-01T00:00:00.000,Unspecified QUEENS,Street Condition,2007-04-21T00:00:00.000,,,Pothole,,N/A,,,BEACH 147 STREET,NEWPORT AVENUE,,,QUEENS,Unspecified,2007-05-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3942518
25,INTERSECTION,DOT,Department of Transportation,QUEENS,,,Unspecified QUEENS,Street Condition,2007-04-25T00:00:00.000,,,Wear & Tear,,N/A,,,UNION TURNPIKE,QUEENS BOULEVARD,,,QUEENS,Unspecified,2007-04-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3960936
26,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-04-27T00:00:00.000,Unspecified QUEENS,Street Condition,2007-04-26T00:00:00.000,,,Pothole,,N/A,,,56 ROAD,68 STREET,,,QUEENS,Unspecified,2007-04-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3985136
27,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-04-30T00:00:00.000,Unspecified QUEENS,Street Condition,2007-04-29T00:00:00.000,,,Pothole,,N/A,,,20 AVENUE,WHITESTONE EXPRESSWAY,,,QUEENS,Unspecified,2007-04-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3990668
28,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-04-27T00:00:00.000,Unspecified QUEENS,Street Condition,2007-04-26T00:00:00.000,,,Pothole,,N/A,,,89 AVENUE,COMMONWEALTH BOULEVARD,,,QUEENS,Unspecified,2007-04-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3971632
29,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-05-29T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-05-07T00:00:00.000,,,Pothole,,N/A,,,8 ST,7 AVE,,,BROOKLYN,Unspecified,2007-05-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4024156
30,INTERSECTION,DOT,Department of Transportation,QUEENS,,,Unspecified QUEENS,Street Condition,2007-05-13T00:00:00.000,,,Wear & Tear,,N/A,,,71 ROAD,136 STREET,,,QUEENS,Unspecified,2007-05-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,4062437
31,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-05-25T00:00:00.000,Unspecified QUEENS,Street Condition,2007-05-21T00:00:00.000,,,Pothole,,N/A,,,57 AVENUE,84 STREET,,,QUEENS,Unspecified,2007-05-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4109377
32,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-05-23T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-05-22T00:00:00.000,,,Pothole,,N/A,,,AVENUE R,HARING STREET,,,BROOKLYN,Unspecified,2007-05-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4110812
33,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-06-11T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-05-24T00:00:00.000,,,Pothole,,N/A,,,BUSHWICK AVENUE,DE KALB AVENUE,,,BROOKLYN,Unspecified,2007-06-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4118912
34,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-05-29T00:00:00.000,Unspecified QUEENS,Street Condition,2007-05-28T00:00:00.000,,,Pothole,,N/A,,,SHORE FRONT PARKWAY,BEACH 94 STREET,,,QUEENS,Unspecified,2007-05-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4140541
35,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-06-12T00:00:00.000,Unspecified BRONX,Street Condition,2007-06-12T00:00:00.000,,,Pothole,,N/A,,,E 213 ST,BARNES AVE,,,BRONX,Unspecified,2007-06-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4201710
36,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2007-06-14T00:00:00.000,Unspecified MANHATTAN,Street Condition,2007-06-14T00:00:00.000,,,Pothole,,N/A,,,WEST 79 STREET,12 AVENUE,,,MANHATTAN,Unspecified,2007-06-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4206773
37,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-06-25T00:00:00.000,Unspecified QUEENS,Street Condition,2007-06-13T00:00:00.000,,,Pothole,,N/A,,,GRAND AVE,74 ST,,,QUEENS,Unspecified,2007-06-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4201576
38,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-06-28T00:00:00.000,Unspecified QUEENS,Street Condition,2007-06-15T00:00:00.000,,,Pothole,,N/A,,,89 AVENUE,126 STREET,,,QUEENS,Unspecified,2007-06-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4211381
39,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,Unspecified BROOKLYN,Street Condition,2007-06-17T00:00:00.000,WEST 10 STREET,WEST 12 STREET,Wear & Tear,,N/A, SURF AVENUE,,,,,,BROOKLYN,Unspecified,2007-06-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,SURF AVENUE,4225854
40,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-06-21T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-06-18T00:00:00.000,,,Pothole,,N/A,,,FLATBUSH AVENUE,LINCOLN ROAD,,,BROOKLYN,Unspecified,2007-06-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4225779
41,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-06-27T00:00:00.000,Unspecified BRONX,Street Condition,2007-06-27T00:00:00.000,,,Pothole,,N/A,,,ISELIN AVENUE,WEST 250 STREET,,,BRONX,Unspecified,2007-06-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4272887
42,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-06-26T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-06-25T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,40 STREET,,,BROOKLYN,Unspecified,2007-06-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,4268243
43,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2007-07-02T00:00:00.000,18 BROOKLYN,Street Condition,2007-06-30T00:00:00.000,FARRAGUT ROAD,FOSTER AVENUE,Pothole,,N/A, EAST 81 STREET,11236,,,,,BROOKLYN,Unspecified,2007-07-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 81 STREET,5176373
44,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-06-29T00:00:00.000,Unspecified QUEENS,Street Condition,2007-06-28T00:00:00.000,,,Pothole,,N/A,,,QUEENS BOULEVARD,65 ROAD,,,QUEENS,Unspecified,2007-06-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,5180367
45,BLOCKFACE,DOT,Department of Transportation,QUEENS,QUEENS VILLAGE,,13 QUEENS,Street Condition,2007-06-28T00:00:00.000,MUSKET STREET,WINCHESTER BOULEVARD,Wear & Tear,,N/A, 87 AVENUE,11427,,,,,QUEENS,Unspecified,2007-06-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,87 AVENUE,5180370
46,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2007-07-03T00:00:00.000,17 BROOKLYN,Street Condition,2007-07-02T00:00:00.000,AVENUE B,DITMAS AVENUE,Pothole,,N/A, ROCKAWAY PARKWAY,11236,,,,,BROOKLYN,Unspecified,2007-07-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ROCKAWAY PARKWAY,5180277
47,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-06-28T00:00:00.000,Unspecified BRONX,Street Condition,2007-06-28T00:00:00.000,,,Pothole,,N/A,,,DELAFIELD AVENUE,MANH COLLEGE PARKWAY,,,BRONX,Unspecified,2007-06-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,5176357
48,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2007-07-06T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2007-07-02T00:00:00.000,,,Pothole,,N/A,,,BEMENT AVENUE,BEMENT COURT,,,STATEN ISLAND,Unspecified,2007-07-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,5180410
49,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2007-07-09T00:00:00.000,Unspecified QUEENS,Street Condition,2007-07-05T00:00:00.000,HOMELAWN STREET,MIDLAND PARKWAY,Pothole,,N/A, GRAND CENTRL PARKWAY,,,,,,QUEENS,Unspecified,2007-07-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND CENTRL PARKWAY,6673445
50,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2007-07-03T00:00:00.000,10 MANHATTAN,Street Condition,2007-07-01T00:00:00.000,7 AVENUE,8 AVENUE,Pothole,,N/A, WEST 132 STREET,10027,,,,,MANHATTAN,Unspecified,2007-07-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 132 STREET,6673309
51,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,2007-07-05T00:00:00.000,Unspecified MANHATTAN,Street Condition,2007-07-04T00:00:00.000,EAST 23 STREET,EAST 24 STREET,Pothole,,N/A, BROADWAY,,,,,,MANHATTAN,Unspecified,2007-07-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROADWAY,6673343
52,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-07-10T00:00:00.000,Unspecified BRONX,Street Condition,2007-07-06T00:00:00.000,,,Pothole,,N/A,,,CROSS BRONX EXPRESSWAY,RANDALL AVENUE,,,BRONX,Unspecified,2007-07-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8813409
53,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2007-07-11T00:00:00.000,Unspecified MANHATTAN,Street Condition,2007-07-10T00:00:00.000,,,Pothole,,N/A,,,HAVEN AVENUE,WEST 181 STREET,,,MANHATTAN,Unspecified,2007-07-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8834706
54,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-07-19T00:00:00.000,Unspecified BRONX,Street Condition,2007-07-19T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,WEST 225 STREET,,,BRONX,Unspecified,2007-07-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8918481
55,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-07-17T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-07-16T00:00:00.000,,,Pothole,,N/A,,,NAVY STREET,TILLARY STREET,,,BROOKLYN,Unspecified,2007-07-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8885600
56,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2007-07-18T00:00:00.000,07 BROOKLYN,Street Condition,2007-07-16T00:00:00.000,4 AVENUE,5 AVENUE,Pothole,,N/A, 28 STREET,11232,,,,,BROOKLYN,Unspecified,2007-07-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,28 STREET,8902403
57,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-07-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-07-16T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,26 STREET,,,BROOKLYN,Unspecified,2007-07-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8902421
58,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-07-24T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-07-22T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,HALSEY STREET,,,BROOKLYN,Unspecified,2007-07-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8933724
59,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2007-07-25T00:00:00.000,Unspecified QUEENS,Street Condition,2007-07-24T00:00:00.000,HORACE HARDING EXPRESSWAY,58 AVENUE,Pothole,,N/A, 75 STREET,,,,,,QUEENS,Unspecified,2007-07-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,75 STREET,8953417
60,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2007-07-25T00:00:00.000,15 BROOKLYN,Street Condition,2007-07-20T00:00:00.000,EAST 12 STREET,HOMECREST AVENUE,Pothole,,N/A, WILLIAMS COURT,11235,,,,,BROOKLYN,Unspecified,2007-07-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WILLIAMS COURT,8918500
61,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-07-22T00:00:00.000,Unspecified QUEENS,Street Condition,2007-07-21T00:00:00.000,,,Pothole,,N/A,,,POWER ROAD,ROOSEVELT AVENUE,,,QUEENS,Unspecified,2007-07-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8936857
62,,DOT,Department of Transportation,BROOKLYN,,2007-08-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-08-12T00:00:00.000,MYRTLE AVENUE,WILLOUGHBY AVENUE,Pothole,,N/A, CARLTON AVENUE,,,,,,BROOKLYN,Unspecified,2007-08-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CARLTON AVENUE,9091645
63,INTERSECTION,DOT,Department of Transportation,BRONX,,2007-07-23T00:00:00.000,Unspecified BRONX,Street Condition,2007-07-23T00:00:00.000,,,Pothole,,N/A,,,CROSS BRONX EXPRESSWAY,RANDALL AVENUE,,,BRONX,Unspecified,2007-07-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8945650
64,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2007-07-30T00:00:00.000,Unspecified BROOKLYN,Street Condition,2007-07-28T00:00:00.000,,,Pothole,,N/A,,,HAVEMEYER STREET,METROPOLITAN AVENUE,,,BROOKLYN,Unspecified,2007-07-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8987862
65,INTERSECTION,DOT,Department of Transportation,QUEENS,,2007-07-31T00:00:00.000,Unspecified QUEENS,Street Condition,2007-07-27T00:00:00.000,,,Pothole,,N/A,,,GREENPOINT AVENUE,REVIEW AVENUE/VAN DAM STREET,,,QUEENS,Unspecified,2007-07-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,8978799
