,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
615,BLOCKFACE,DOT,Department of Transportation,Unspecified,BROOKLYN,2008-01-03T00:00:00.000,0 Unspecified,Street Condition,2008-01-01T00:00:00.000,HARKNESS AVENUE,KNAPP STREET,Pothole,,N/A, SHORE PARKWAY,,,,,,Unspecified,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SHORE PARKWAY,10212919
616,BLOCKFACE,DOT,Department of Transportation,Unspecified,BROOKLYN,2008-01-07T00:00:00.000,0 Unspecified,Street Condition,2008-01-04T00:00:00.000,EAST 96 STREET,ROCKAWAY PARKWAY,Pothole,,N/A, SMITHS LANE,,,,,,Unspecified,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SMITHS LANE,10218225
617,ADDRESS,DOT,Department of Transportation,QUEENS,,2008-01-04T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-04T00:00:00.000,CROSS BAY BOULEVARD,BODY OF WATER,Pothole,,N/A,42 13 ROAD,,,,,,QUEENS,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,13 ROAD,10208906
618,ADDRESS,DOT,Department of Transportation,QUEENS,,2008-01-04T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-04T00:00:00.000,SEAGIRT AVENUE,EDGEMERE AVENUE,Pothole,,N/A,214 BAY 32 STREET,,,,,,QUEENS,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BAY 32 STREET,10208909
619,ADDRESS,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-04T00:00:00.000,190 STREET,47 AVENUE,Pothole,,N/A,46-70 HOLLIS HILLS TERRACE,,,,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HOLLIS HILLS TERRACE,10208879
620,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-18T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-06T00:00:00.000,,,Pothole,,N/A,,,41 STREET,ASTORIA BOULEVARD,,,QUEENS,Unspecified,2008-01-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10221722
621,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-05T00:00:00.000,,,Pothole,,N/A,,,JAMAICA AVE,138 ST,,,QUEENS,Unspecified,2008-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10221723
622,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-01-03T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,ORCHARD BEACH ROAD,PELHAM SHORE ROAD,,,BRONX,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10212026
623,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2008-01-07T00:00:00.000,08 MANHATTAN,Street Condition,2008-01-06T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 87 STREET,10128.0,,,,,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 87 STREET,10230337
624,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2008-01-07T00:00:00.000,12 MANHATTAN,Street Condition,2008-01-06T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Pothole,,N/A, WEST 159 STREET,10032.0,,,,,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 159 STREET,10230341
625,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2008-01-07T00:00:00.000,12 MANHATTAN,Street Condition,2008-01-06T00:00:00.000,BROADWAY,EDWARD M MORGAN PLACE,Pothole,,N/A, WEST 158 STREET,10032.0,,,,,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 158 STREET,10230343
626,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-07T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-07T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,62 STREET,,,BROOKLYN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10228593
627,ADDRESS,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-08T00:00:00.000,GREENPOINT AVENUE,48 AVENUE,Pothole,,N/A,47-37 LAUREL HILL AVENUE,,,,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LAUREL HILL AVENUE,10234230
628,BLOCKFACE,DOT,Department of Transportation,Unspecified,BRONX,2008-01-04T00:00:00.000,0 Unspecified,Street Condition,2008-01-04T00:00:00.000,EAST 161 STREET,EAST 161 STREET,Pothole,,N/A, 3 AVENUE,,,,,,Unspecified,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,10230374
629,BLOCKFACE,DOT,Department of Transportation,BRONX,,2008-01-04T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-04T00:00:00.000,BEND,EAST GUN HILL ROAD,Pothole,,N/A, WHITE PLAINS ROAD,,,,,,BRONX,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WHITE PLAINS ROAD,10230372
630,BLOCKFACE,DOT,Department of Transportation,Unspecified,BRONX,2008-01-04T00:00:00.000,0 Unspecified,Street Condition,2008-01-04T00:00:00.000,CLAREMONT PARKWAY,CROTONA PARK EAST,Pothole,,N/A, CROTONA AVENUE,,,,,,Unspecified,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CROTONA AVENUE,10230373
631,BLOCKFACE,DOT,Department of Transportation,QUEENS,QUEENS VILLAGE,2008-01-04T00:00:00.000,13 QUEENS,Street Condition,2008-01-03T00:00:00.000,JAMAICA AVENUE,LONG ISLAND RAILROAD,Pothole,,N/A, 211 STREET,11429.0,,,,,QUEENS,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,211 STREET,10230369
632,BLOCKFACE,DOT,Department of Transportation,Unspecified,BRONX,2008-01-08T00:00:00.000,0 Unspecified,Street Condition,2008-01-07T00:00:00.000,EASTCHESTER ROAD,ONEIL PLACE,Pothole,,N/A, EAST GUN HILL ROAD,,,,,,Unspecified,Unspecified,2008-01-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST GUN HILL ROAD,10230370
633,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-03T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-02T00:00:00.000,,,Pothole,,N/A,,,MERRICK BLVD,109 AVE,,,QUEENS,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211959
634,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-04T00:00:00.000,,,Pothole,,N/A,,,JAMAICA AVE,138 ST,,,QUEENS,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211961
635,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,HAMILTON AVENUE,VAN BRUNT STREET,,,BROOKLYN,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211998
636,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,BRYANT STREET,COURT STREET,,,BROOKLYN,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10212001
637,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-01-03T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,WEST 197 STREET,DR M L KING JR BOULEVARD,,,BRONX,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211912
638,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-08T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-07T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,HART STREET,,,BROOKLYN,Unspecified,2008-01-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10228597
639,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-01-04T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-04T00:00:00.000,,,Pothole,,N/A,,,AMETHYST STREET,RHINELANDER AVENUE,,,BRONX,Unspecified,2008-01-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211905
640,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-01-03T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,WEST 233 STREET,,,BRONX,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211908
641,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-01-03T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,BAILEY AVENUE,WEST 234 STREET,,,BRONX,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211909
642,,DOT,Department of Transportation,MANHATTAN,,2008-01-07T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-07T00:00:00.000,2ND AVENUE,3RD AVENUE,Unsafe Worksite,2008-01-10T00:00:00.000,N/A, EAST 36TH STREET,,,,,Street,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 36TH STREET,10222442
643,,DOT,Department of Transportation,MANHATTAN,,2008-01-07T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-07T00:00:00.000,,,Unsafe Worksite,2008-01-10T00:00:00.000,N/A,,,EAST 6TH STREET,3RD AVENUE,,Street,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10222444
644,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-01-03T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-03T00:00:00.000,,,Pothole,,N/A,,,BAILEY AVENUE,VAN CORTLANDT PARK SOUTH,,,BRONX,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211911
645,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-04T00:00:00.000,,,Pothole,,N/A,,,ASTORIA BOULEVARD,STEINWAY STREET,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211884
646,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-15T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-04T00:00:00.000,,,Pothole,,N/A,,,138 STREET,VAN WYCK EXPRESSWAY,,,QUEENS,Unspecified,2008-01-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10217564
647,BLOCKFACE,DOT,Department of Transportation,STATEN ISLAND,STATEN ISLAND,2008-01-11T00:00:00.000,95 STATEN ISLAND,Street Condition,2008-01-10T00:00:00.000,HUNTER AVENUE,MAPLETON AVENUE,Pothole,,N/A, FR CAPODANNO BOULEVARD,10306.0,,,,,STATEN ISLAND,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FR CAPODANNO BOULEVARD,10272364
648,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-03T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-02T00:00:00.000,,,Pothole,,N/A,,,130 AVENUE,GUY R BREWER BOULEVARD,,,QUEENS,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211925
649,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-03T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-02T00:00:00.000,,,Pothole,,N/A,,,97 STREET,JACKSON MILL ROAD,,,QUEENS,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211923
650,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-03T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-02T00:00:00.000,,,Pothole,,N/A,,,147 AVENUE,182 STREET,,,QUEENS,Unspecified,2008-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10211927
651,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2008-01-07T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-05T00:00:00.000,,,Pothole,,N/A,,,MURRAY STREET,NORTH END AVENUE,,,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10217751
652,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-10T00:00:00.000,,,Pothole,,N/A,,,BEACH 79 STREET,BEACH CHANNEL DRIVE,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10271659
653,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-07T00:00:00.000,,,Pothole,,N/A,,,QUEENS BLVD,47 ST,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10228581
654,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-08T00:00:00.000,,,Pothole,,N/A,,,SUTPHIN BLVD,BRINKERHOFF AVE,,,QUEENS,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10236715
655,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-05T00:00:00.000,DEAD END,DEAD END,Pothole,,N/A, JAMAICA AVENUE,,,,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,JAMAICA AVENUE,10218090
656,,DOT,Department of Transportation,MANHATTAN,,2008-01-07T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-04T00:00:00.000,LENOX AVE,5 AVE,Plate Condition - Noisy,2008-01-14T00:00:00.000,N/A, WEST 132 STREET,,,,,Street,MANHATTAN,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 132 STREET,10205571
657,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-15T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-10T00:00:00.000,,,Pothole,,N/A,,,POWER ROAD,HORACE HARDING EXPRESSWAY,,,QUEENS,Unspecified,2008-01-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10259440
658,BLOCKFACE,DOT,Department of Transportation,BRONX,,2008-01-07T00:00:00.000,Unspecified BRONX,Street Condition,2008-01-07T00:00:00.000,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,Pothole,,N/A, CASTLE HILL AVENUE,,,,,,BRONX,Unspecified,2008-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CASTLE HILL AVENUE,10237875
659,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2008-01-06T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-05T00:00:00.000,,,Pothole,,N/A,,,EAST BROADWAY,PIKE STREET,,,MANHATTAN,Unspecified,2008-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10228565
660,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-10T00:00:00.000,,,Pothole,,N/A,,,46 STREET,QUEENS BOULEVARD,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10259461
661,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-10T00:00:00.000,,,Pothole,,N/A,,,47 STREET,LAUREL HILL BOULEVARD,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10259463
662,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-01-16T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-10T00:00:00.000,79 STREET,SOUTH CONDUIT AVENUE,Pothole,,N/A, LINDEN BOULEVARD,,,,,,QUEENS,Unspecified,2008-01-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LINDEN BOULEVARD,10259476
663,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2008-01-09T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2008-01-09T00:00:00.000,,,Pothole,,N/A,,,LEEWOOD LOOP,MOSEL AVENUE,,,STATEN ISLAND,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10244288
664,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2008-01-09T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2008-01-09T00:00:00.000,,,Pothole,,N/A,,,DEWEY AVENUE,GREAVES AVENUE,,,STATEN ISLAND,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10244290
665,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-09T00:00:00.000,,,Pothole,,N/A,,,BORDEN AVENUE,GREENPOINT AVENUE,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10244758
666,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2008-02-29T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-09T00:00:00.000,,,Pothole,,N/A,,,AMTRAK RR,EAST 132 STREET,,,MANHATTAN,Unspecified,2008-02-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10244766
667,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-17T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-09T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,HART STREET,,,BROOKLYN,Unspecified,2008-01-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10244719
668,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-11T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-09T00:00:00.000,,,Pothole,,N/A,,,CENTRAL AVENUE,SAGE STREET,,,QUEENS,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10244775
669,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2008-01-08T00:00:00.000,0 Unspecified,Street Condition,2008-01-07T00:00:00.000,BEND,JAMAICA AVENUE,Pothole,,N/A, 183 STREET,,,,,,Unspecified,Unspecified,2008-01-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,183 STREET,10237848
670,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2008-01-09T00:00:00.000,08 MANHATTAN,Street Condition,2008-01-08T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 87 STREET,10128.0,,,,,MANHATTAN,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 87 STREET,10237853
671,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,NEW YORK,2008-01-09T00:00:00.000,08 MANHATTAN,Street Condition,2008-01-08T00:00:00.000,LEXINGTON AVENUE,PARK AVENUE,Pothole,,N/A, EAST 88 STREET,10128.0,,,,,MANHATTAN,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 88 STREET,10237854
672,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-01-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-01-08T00:00:00.000,,,Pothole,,N/A,,,CLOVERDALE BOULEVARD,HORATIO PARKWAY,,,QUEENS,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10236706
673,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2008-01-09T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-01-08T00:00:00.000,,,Pothole,,N/A,,,RIVERSIDE DRIVE,WEST 181 STREET,,,MANHATTAN,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10236740
674,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2008-01-11T00:00:00.000,12 BROOKLYN,Street Condition,2008-01-10T00:00:00.000,EAST 7 STREET,OCEAN PARKWAY,Pothole,,N/A, AVENUE L,11230.0,,,,,BROOKLYN,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE L,10259355
675,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-09T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-08T00:00:00.000,,,Pothole,,N/A,,,EAST 26 STREET,FLATBUSH AVENUE,,,BROOKLYN,Unspecified,2008-01-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10259328
676,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-01-14T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-01-10T00:00:00.000,,,Pothole,,N/A,,,HAMILTON AVENUE,HUNTINGTON STREET,,,BROOKLYN,Unspecified,2008-01-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10259334
677,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2008-01-14T00:00:00.000,16 BROOKLYN,Street Condition,2008-01-10T00:00:00.000,HOWARD AVENUE,ST JOHNS PLACE,Pothole,,N/A, EASTERN PARKWAY,11233.0,,,,,BROOKLYN,Unspecified,2008-01-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EASTERN PARKWAY,10259352
678,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,2008-01-11T00:00:00.000,12 BROOKLYN,Street Condition,2008-01-10T00:00:00.000,EAST 5 STREET,OCEAN PARKWAY,Pothole,,N/A, AVENUE L,11230.0,,,,,BROOKLYN,Unspecified,2008-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE L,10259359
