,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
63,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-04-22T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-04-21T00:00:00.000,,,Pothole,N/A,,,GRAHAM AVENUE,MEEKER AVENUE,,,BROOKLYN,Unspecified,2005-04-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3499243
64,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-02-26T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-02-25T00:00:00.000,,,Pothole,N/A,,,NAVY STREET,PARK AVENUE,,,BROOKLYN,Unspecified,2005-02-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3498838
65,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2005-06-07T00:00:00.000,,,Wear & Tear,N/A,,,3 AVENUE,35 STREET,,,BROOKLYN,Unspecified,2005-06-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3499744
66,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-06-27T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-06-24T00:00:00.000,,,Pothole,N/A,,,7 AVENUE,82 STREET,,,BROOKLYN,Unspecified,2005-06-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3507800
67,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-11-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-11-17T00:00:00.000,,,Pothole,N/A,,,56 DRIVE,STRICKLAND AVENUE,,,BROOKLYN,Unspecified,2005-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3511489
68,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-02-14T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-02-13T00:00:00.000,EASTERN PARKWAY,EMPIRE BOULEVARD,Pothole,N/A, FLATBUSH AVENUE,,,,,,BROOKLYN,Unspecified,2005-02-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FLATBUSH AVENUE,3490620
69,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-03-03T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-03-02T00:00:00.000,,,Pothole,N/A,,,SURF AVENUE,WEST 5 STREET,,,BROOKLYN,Unspecified,2005-03-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3502256
70,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-09-15T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-09-14T00:00:00.000,,,Pothole,N/A,,,ELDERT LANE,LIBERTY AVENUE,,,BROOKLYN,Unspecified,2005-09-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3503177
71,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-12-22T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-12-21T00:00:00.000,,,Pothole,N/A,,,HICKS STREET,WARREN STREET,,,BROOKLYN,Unspecified,2005-12-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3509687
72,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-11-28T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-11-19T00:00:00.000,,,Pothole,N/A,,,AVENUE P,NOSTRAND AVENUE,,,BROOKLYN,Unspecified,2005-11-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3510654
73,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-10-31T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-10-30T00:00:00.000,92 STREET,VERZANO BRIDGE EXIT RAMP,Pothole,N/A, DAHLGREN PLACE,,,,,,BROOKLYN,Unspecified,2005-10-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,DAHLGREN PLACE,3511575
74,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-05-03T00:00:00.000,13 BROOKLYN,Street Condition,2005-05-02T00:00:00.000,CROPSEY AVENUE,HARWAY AVENUE,Pothole,N/A, 28 AVENUE,11214,,,,,BROOKLYN,Unspecified,2005-05-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,28 AVENUE,3502349
75,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-04-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-04-03T00:00:00.000,PLAZA STREET,PROSPECT PARK,Pothole,N/A, FLATBUSH AVENUE,,,,,,BROOKLYN,Unspecified,2005-04-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FLATBUSH AVENUE,3503225
76,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2005-11-08T00:00:00.000,37 STREET,38 STREET,Pothole,N/A, 3 AVENUE,,,,,,BROOKLYN,Unspecified,2005-11-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,3 AVENUE,3512702
77,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,,18 BROOKLYN,Street Condition,2005-04-14T00:00:00.000,AVENUE N,SEAVIEW AVENUE,Wear & Tear,N/A, EAST 92 STREET,11236,,,,,BROOKLYN,Unspecified,2005-04-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,EAST 92 STREET,3500576
78,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2005-03-02T00:00:00.000,,,Wear & Tear,N/A,,,BEDFORD AVENUE,FLATBUSH AVENUE,,,BROOKLYN,Unspecified,2005-03-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3502447
79,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-03-03T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-02-15T00:00:00.000,,,Pothole,N/A,,,BROADWAY,PUTNAM AVENUE,,,BROOKLYN,Unspecified,2005-03-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3489798
80,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-11-07T00:00:00.000,07 BROOKLYN,Street Condition,2005-11-01T00:00:00.000,4 AVENUE,5 AVENUE,Pothole,N/A, 60 STREET,11220,,,,,BROOKLYN,Unspecified,2005-11-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,60 STREET,3510012
81,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-11-09T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-11-08T00:00:00.000,,,Pothole,N/A,,,AVENUE T,EAST 52 STREET,,,BROOKLYN,Unspecified,2005-11-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3513724
82,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-01-27T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-01-25T00:00:00.000,42 ST,41 ST,Pothole,N/A, 3 AVE,,,,,,BROOKLYN,Unspecified,2005-01-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVE,3495758
83,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-01-18T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-15T00:00:00.000,,,Pothole,N/A,,,187 PLACE,JAMAICA AVENUE,,,QUEENS,Unspecified,2005-01-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3567786
84,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-12-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-12-13T00:00:00.000,AVENUE V,SHORE PARKWAY,Pothole,N/A, FLATBUSH AVENUE,,,,,,BROOKLYN,Unspecified,2005-12-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FLATBUSH AVENUE,3515043
85,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-02-26T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-02-25T00:00:00.000,,,Pothole,N/A,,,COURT STREET,HAMILTON AVENUE,,,BROOKLYN,Unspecified,2005-02-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3496805
86,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-02-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-02-03T00:00:00.000,,,Pothole,N/A,,,REMSEN AVENUE,WINTHROP STREET,,,BROOKLYN,Unspecified,2005-02-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3495909
87,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-08-24T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-08-16T00:00:00.000,BROADWAY,BUSHWICK AVENUE,Pothole,N/A, EASTERN PARKWAY,,,,,,BROOKLYN,Unspecified,2005-08-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EASTERN PARKWAY,3508210
88,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2005-05-08T00:00:00.000,,,Wear & Tear,N/A,,,3 AVENUE,21 STREET,,,BROOKLYN,Unspecified,2005-05-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3502624
89,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-05-20T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-04-18T00:00:00.000,,,Pothole,N/A,,,MEEKER AVENUE,VANDERVOORT AVENUE,,,BROOKLYN,Unspecified,2005-05-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3504459
90,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-06-15T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-05-17T00:00:00.000,,,Pothole,N/A,,,SHORE PARKWAY,WEST 6 STREET,,,BROOKLYN,Unspecified,2005-06-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3504497
91,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-05-25T00:00:00.000,12 BROOKLYN,Street Condition,2005-05-24T00:00:00.000,EAST 7 STREET,OCEAN PARKWAY,Pothole,N/A, AVENUE L,11230,,,,,BROOKLYN,Unspecified,2005-05-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE L,3500696
92,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-05-11T00:00:00.000,18 BROOKLYN,Street Condition,2005-05-10T00:00:00.000,AVENUE N,SEAVIEW AVENUE,Pothole,N/A, EAST 98 STREET,11236,,,,,BROOKLYN,Unspecified,2005-05-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 98 STREET,3504645
93,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2005-05-11T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-05-10T00:00:00.000,28 STREET,29 STREET,Pothole,N/A, 3 AVENUE,,,,,,BROOKLYN,Unspecified,2005-05-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,3 AVENUE,3504667
94,INTERSECTION,DOT,Department of Transportation,QUEENS,,,,Unspecified QUEENS,Street Condition,2005-12-27T00:00:00.000,,,Wear & Tear,N/A,,,74 AVENUE,METROPOLITAN AVENUE,,,QUEENS,Unspecified,2005-12-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3576752
95,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2005-10-16T00:00:00.000,6 AVENUE,7 AVENUE,Wear & Tear,N/A, OVINGTON AVENUE,,,,,,BROOKLYN,Unspecified,2005-10-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,OVINGTON AVENUE,3511275
96,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-06-23T00:00:00.000,18 BROOKLYN,Street Condition,2005-06-22T00:00:00.000,SEAVIEW AVENUE,SKIDMORE AVENUE,Pothole,N/A, EAST 93 STREET,11236,,,,,BROOKLYN,Unspecified,2005-06-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 93 STREET,3507604
97,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-04-13T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-30T00:00:00.000,,,Pothole,N/A,,,HORACE HARDING EXPRESSWAY,MAIN STREET,,,QUEENS,Unspecified,2005-04-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3571692
98,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2005-11-02T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-10-28T00:00:00.000,,,Pothole,N/A,,,5 AVENUE,65 STREET,,,BROOKLYN,Unspecified,2005-11-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3510382
99,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2005-06-06T00:00:00.000,,,Pothole,N/A,,,SHORE PARKWAY,ERICSON DRIVE ENTRANCE SB,,,BROOKLYN,Unspecified,2005-06-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3503891
100,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,,2008-12-20T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-12-21T00:00:00.000,,,Pothole,N/A,,,BROADWAY,WEST 225 STREET,,,MANHATTAN,Unspecified,2008-12-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3541212
101,BLOCKFACE,DOT,Department of Transportation,QUEENS,,ROSEDALE,2005-02-02T00:00:00.000,13 QUEENS,Street Condition,2005-02-01T00:00:00.000,ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,Pothole,N/A, BROOKVILLE BOULEVARD,11422,,,,,QUEENS,Unspecified,2005-02-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROOKVILLE BOULEVARD,3568026
102,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-03-19T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-18T00:00:00.000,,,Pothole,N/A,,,BEACH 12 STREET,BRUNSWICK AVENUE,,,QUEENS,Unspecified,2005-03-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3568968
103,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-13T00:00:00.000,,,Pothole,N/A,,,LAURELTON PARKWAY,MERRICK BOULEVARD,,,QUEENS,Unspecified,2005-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3570930
104,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-04-27T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-30T00:00:00.000,,,Pothole,N/A,,,HOLLIS HILLS TERRACE,93 AVENUE,,,QUEENS,Unspecified,2005-04-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3571889
105,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-02-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-02T00:00:00.000,,,Pothole,N/A,,,BEACH 54 STREET,ROCKAWAY BEACH BOULEVARD,,,QUEENS,Unspecified,2005-02-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3569080
106,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-02-16T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-15T00:00:00.000,,,Pothole,N/A,,,BEACH CHANNEL DRIVE,OCEAN CREST BOULEVARD,,,QUEENS,Unspecified,2005-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3564328
107,INTERSECTION,DOT,Department of Transportation,BRONX,,,2005-01-12T00:00:00.000,Unspecified BRONX,Street Condition,2005-01-12T00:00:00.000,,,Pothole,N/A,,,PELHAM PARKWAY,SEYMOUR AVENUE,,,BRONX,Unspecified,2005-01-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3635999
108,INTERSECTION,DOT,Department of Transportation,QUEENS,,,,Unspecified QUEENS,Street Condition,2005-01-04T00:00:00.000,,,Wear & Tear,N/A,,,34 AVENUE,LITTLE NECK PARKWAY,,,QUEENS,Unspecified,2005-01-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3568270
109,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2005-02-23T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-22T00:00:00.000,34 AVENUE,NORTHERN BOULEVARD,Pothole,N/A, WILLETS POINT BOULEVARD,,,,,,QUEENS,Unspecified,2005-02-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WILLETS POINT BOULEVARD,3570156
110,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2005-01-07T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-06T00:00:00.000,91 AVENUE,ATLANTIC AVENUE,Pothole,N/A, VAN WYCK EXPRESSWAY,,,,,,QUEENS,Unspecified,2005-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,VAN WYCK EXPRESSWAY,3563474
111,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-03-04T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-03T00:00:00.000,,,Pothole,N/A,,,89 AVENUE,126 STREET,,,QUEENS,Unspecified,2005-03-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3570366
112,INTERSECTION,DOT,Department of Transportation,QUEENS,,,,Unspecified QUEENS,Street Condition,2005-01-06T00:00:00.000,,,Wear & Tear,N/A,,,QUEENS BLVD,43 ST,,,QUEENS,Unspecified,2005-01-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3565532
113,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2005-03-16T00:00:00.000,05 MANHATTAN,Street Condition,2005-03-15T00:00:00.000,MADISON AVENUE,PARK AVENUE,Pothole,N/A, EAST 49 STREET,10017,,,,,MANHATTAN,Unspecified,2005-03-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 49 STREET,3536315
114,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2005-04-29T00:00:00.000,Unspecified QUEENS,Street Condition,2005-04-03T00:00:00.000,62 STREET,63 STREET,Pothole,N/A, QUEENS BOULEVARD,,,,,,QUEENS,Unspecified,2005-04-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BOULEVARD,3571514
115,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-03-07T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-06T00:00:00.000,,,Pothole,N/A,,,173 STREET,GRAND CENTRL PARKWAY,,,QUEENS,Unspecified,2005-03-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3572472
116,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-03-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-05T00:00:00.000,,,Pothole,N/A,,,FRANCIS LEWIS BOULEVARD,NORTH CONDUIT AVENUE,,,QUEENS,Unspecified,2005-03-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3572454
117,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,NEW YORK,2005-08-03T00:00:00.000,08 MANHATTAN,Street Condition,2005-07-12T00:00:00.000,EAST 59 STREET,EAST 60 STREET,Pothole,N/A, 2 AVENUE,10022,,,,,MANHATTAN,Unspecified,2005-08-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,2 AVENUE,3537295
118,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-03-19T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-16T00:00:00.000,,,Pothole,N/A,,,DOUGLASTON PARKWAY,WEST ALLEY ROAD,,,QUEENS,Unspecified,2005-03-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3570581
119,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2005-04-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-04-02T00:00:00.000,222 STREET,223 STREET,Pothole,N/A, SOUTH CONDUIT AVENUE,,,,,,QUEENS,Unspecified,2005-04-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SOUTH CONDUIT AVENUE,3571550
120,INTERSECTION,DOT,Department of Transportation,QUEENS,,,,Unspecified QUEENS,Street Condition,2005-01-09T00:00:00.000,,,Pothole,N/A,,,VAN WYCK EXPRESSWAY,HH EXPRESSWAY G CTR PKWY EN RAMP,,,QUEENS,Unspecified,2005-01-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3565727
